ctrlMSE	score	pMSE	p	BH
positive regulation of lymphocyte activation	115.665500942282	0.804997722278745	0.6	0.6	1
protein deglutamylation	117.173148387646	0.804984413014906	0.4	0.4	1
cellular amide metabolic process	114.894393299247	0.804979286738385	0.6	0.6	1
regulation of endocrine process	117.153188812213	0.804953882461481	0.6	1	1
detection of chemical stimulus	116.766992146775	0.804953066835353	0.8	0.8	1
peptidyl-lysine modification to peptidyl-hypusine	119.085803090614	0.804950390621013	0.6	0.6	1
positive regulation of hair follicle maturation	117.76340461273	0.804945531193527	0.2	0.2	1
positive regulation of timing of catagen	117.76340461273	0.804945531193527	0.6	0.6	1
parasympathetic nervous system development	120.356798733729	0.804943843063111	0.6	0.6	1
mRNA processing	114.849796273803	0.804939897077117	0.6	0.6	1
positive regulation of keratinocyte apoptotic process	118.755632244075	0.804909009184043	0.2	0.4	1
heart valve formation	116.563334858515	0.804902064592924	0.8	0.8	1
phosphate-containing compound metabolic process	114.637140268712	0.804902056164879	0.2	0.4	1
regulation of receptor clustering	118.647898033775	0.804890770952132	0.4	0.4	1
natural killer cell activation involved in immune response	122.75088581328	0.804887015634969	0.6	0.6	1
regulation of integrin activation	116.112291445097	0.80487412350113	0.6	0.6	1
positive regulation of leukocyte proliferation	116.745024109353	0.804870824471071	0.8	0.8	1
regulation of protein processing in phagocytic vesicle	118.654565465816	0.804869998895995	0.2	0.2	1
positive regulation of protein processing in phagocytic vesicle	118.654565465816	0.804869998895995	0.4	0.4	1
positive regulation of NFAT protein import into nucleus	118.812247401425	0.804866481728864	0.2	0.4	1
positive regulation of lymphocyte proliferation	116.751702919243	0.804855903201469	0.8	0.8	1
developmental growth involved in morphogenesis	118.188004854438	0.80485577114557	1	1	1
positive regulation of mononuclear cell proliferation	116.752043269816	0.804855450174479	0.4	0.6	1
blood vessel endothelial cell fate commitment	123.476102842038	0.804854496301446	0.6	0.4	1
endothelial cell fate specification	123.476102842038	0.804854496301446	0.8	0.8	1
blood vessel endothelial cell fate specification	123.476102842038	0.804854496301446	0.8	0.8	1
cAMP-mediated signaling	113.156176820767	0.804850112784242	0.6	0.8	1
nucleoside catabolic process	122.291785229349	0.804842200568052	0.2	0.2	1
C-terminal protein deglutamylation	118.418493210264	0.804827738580622	0.4	0.4	1
positive regulation of cellular respiration	121.396391130309	0.804814362599074	0.4	0.4	1
positive regulation of mitochondrial ATP synthesis coupled electron transport	121.396391130309	0.804814362599074	0.4	0.4	1
oxoacid metabolic process	117.497148115884	0.804810946884484	0.4	0.6	1
cellular macromolecule biosynthetic process	116.059619418988	0.80480889614379	0.4	0.4	1
regulation of glycogen biosynthetic process	116.109684174663	0.804807900075232	0.6	0.8	1
regulation of glucan biosynthetic process	116.109684174663	0.804807900075232	0.2	0.6	1
cellular nitrogen compound metabolic process	116.100224593048	0.804802463504048	0.4	0.4	1
regulation of hair follicle maturation	115.47081221862	0.804801250948715	0.4	0.4	1
regulation of timing of catagen	115.47081221862	0.804801250948715	0.2	0.2	1
positive regulation of cell proliferation involved in heart morphogenesis	123.203970680488	0.804798259720923	0.4	0.2	1
modulation by host of viral process	115.81507122242	0.804797930025477	0.4	0.6	1
cellular biosynthetic process	116.164294944738	0.804794966788175	0.4	0.4	1
interaction with host	115.883046143015	0.804794087685628	0.6	0.6	1
negative regulation of bone resorption	121.057477393089	0.804792454428475	0.8	0.8	1
oxidation-reduction process	115.958014803129	0.80479231375902	0.4	0.6	1
cAMP biosynthetic process	118.909349778124	0.804790387743161	1	1	1
positive regulation of amyloid precursor protein catabolic process	115.453121318147	0.804784460974841	0.4	0.6	1
organic acid metabolic process	117.50395481094	0.804781861606732	0.8	0.8	1
protein kinase C signaling	116.709805637893	0.804781622104369	0.6	0.6	1
negative regulation of voltage-gated potassium channel activity	125.6305209147	0.804780769088568	1	0.8	1
alpha-amino acid metabolic process	116.403702529881	0.804778644713556	0.8	0.8	1
granulocyte differentiation	124.064937566862	0.804776532121343	0.8	0.6	1
regulation of wound healing, spreading of epidermal cells	119.135173068606	0.804776254547901	1	1	1
leukocyte migration involved in inflammatory response	124.021435772581	0.804775550369077	0.6	0.6	1
positive regulation of amine transport	117.763845579441	0.804759259753466	0.6	0.8	1
regulation of polynucleotide adenylyltransferase activity	123.734947847773	0.804749060794777	0.6	0.6	1
regulation of hydrogen peroxide-induced neuron death	121.484755726838	0.804744795350258	0.4	0.4	1
negative regulation of hydrogen peroxide-induced neuron death	121.484755726838	0.804744795350258	0.4	0.4	1
negative regulation of type B pancreatic cell apoptotic process	120.192607409318	0.804739980742985	0.6	0.4	1
regulation of dopamine secretion	119.350275209484	0.80473997887996	0.4	0.4	1
positive regulation of mitochondrial electron transport, NADH to ubiquinone	121.485601913795	0.80473756670109	0.6	0.4	1
regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway	121.485601913795	0.80473756670109	0.6	0.6	1
negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway	121.485601913795	0.80473756670109	0.8	0.8	1
signaling	115.138831853384	0.804724640709191	0.4	0.4	1
mitochondrial RNA catabolic process	119.268359962303	0.804722901823488	0.2	0.4	1
mitochondrial mRNA catabolic process	119.268359962303	0.804722901823488	0.2	0.2	1
carboxylic acid metabolic process	117.497795421929	0.804708341069305	0.8	0.8	1
positive regulation of neurotransmitter secretion	123.657621953779	0.804701068421078	0.8	0.2	1
regulation of eosinophil activation	118.609423910775	0.804699342045821	0.4	0.4	1
centriole elongation	118.623920645073	0.804698286076832	0.6	0.6	1
natural killer cell degranulation	122.5724462828	0.804681858490093	0.6	0.6	1
response to abiotic stimulus	116.903219852162	0.804681327881709	0.4	0.6	1
negative regulation of T cell differentiation in thymus	123.951494242746	0.804679680500652	1	0.8	1
negative regulation of biomineral tissue development	121.173907105702	0.804679517256682	0.6	0.6	1
visual perception	115.426096865064	0.804676600722133	0.6	1	1
peptidyl-arginine methylation	118.401336736348	0.804672549886936	0.4	0.4	1
regulation of ERK1 and ERK2 cascade	114.33767104281	0.804670660216445	0.2	0.6	1
substrate-dependent cell migration	117.696133654855	0.80465961436762	0.6	0.6	1
regulation of neuron migration	116.969820810026	0.804649706480132	0.6	0.8	1
nuclear migration along microfilament	122.577017219271	0.804646898592986	0.4	0.2	1
phosphorus metabolic process	114.72863816705	0.804634666647705	0.4	0.8	1
pyruvate metabolic process	118.824634140531	0.804620929875535	0.8	0.6	1
hydrogen sulfide biosynthetic process	117.555853073862	0.804620428022674	0.6	0.6	1
regulation of calcium-independent cell-cell adhesion	123.744432776674	0.804615792998189	1	0.8	1
regulation of transforming growth factor beta production	121.346939128921	0.80461115494955	0.8	0.8	1
negative regulation of neurological system process	126.346597473656	0.804603663113903	0.6	0.6	1
positive regulation of GTPase activity	116.511962925433	0.804591796325287	0.6	0.6	1
intraciliary anterograde transport	118.059798238228	0.804588793231269	0.2	0.4	1
stem cell proliferation	119.741566644088	0.804587276541591	0.8	0.4	1
chromatin maintenance	119.998003387141	0.804576829483926	0.6	0.6	1
negative regulation of DNA recombination at telomere	116.870365236967	0.804553162208355	0.4	0.4	1
regulation of DNA recombination at telomere	116.870365236967	0.804553162208355	0.2	0.4	1
regulation of protein transport	116.13597917217	0.804550917218573	0.8	1	1
regulation of peptide transport	116.234355852001	0.804543834574065	0.8	0.6	1
fatty acid elongation, unsaturated fatty acid	117.059668123156	0.804540371936149	0.4	0.4	1
nitrogen compound metabolic process	115.080996697598	0.80453912321827	0.2	0.4	1
membrane protein ectodomain proteolysis	115.951996981161	0.804535220906818	0.6	0.6	1
positive regulation of histone H3-K4 methylation	115.408785840746	0.804530788458592	0.4	0.4	1
PERK-mediated unfolded protein response	119.033498376873	0.804517756653348	0.8	0.8	1
negative regulation of pinocytosis	118.333940194008	0.80451460876717	0.4	0.4	1
atrioventricular canal development	123.470285617693	0.804509406307457	0.8	0.8	1
positive regulation by host of viral process	116.521770731624	0.804505593282541	0.8	0.8	1
interleukin-8 production	120.697935767514	0.804501710386643	0.6	0.4	1
telomere capping	116.958086721834	0.804500211495585	0.2	0.2	1
nucleotide transport	122.860768014299	0.804494005828064	0.4	0.4	1
regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	119.826853439618	0.804491892688253	0.2	0.2	1
positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	119.826853439618	0.804491892688253	0.4	0.6	1
positive regulation of potassium ion transport	120.187159388559	0.804485018986955	0.8	0.4	1
brown fat cell differentiation	119.210165010308	0.804477004142177	0.6	0.6	1
regulation of protein deacetylation	113.943400618905	0.80447414470336	0.2	0.4	1
negative regulation of interleukin-5 secretion	128.11562990942	0.804463984378106	0.8	0.4	1
negative regulation of interleukin-13 secretion	128.11562990942	0.804463984378106	0.8	0.6	1
primary metabolic process	115.112095783489	0.804462279583909	0.4	0.4	1
fatty acid beta-oxidation using acyl-CoA dehydrogenase	117.929975680537	0.80445786205742	0.8	0.8	1
positive regulation of cellular carbohydrate metabolic process	115.398075022556	0.804450259124639	0.4	0.4	1
establishment of lymphocyte polarity	117.450121087898	0.804446214211739	0.4	0.2	1
methionine metabolic process	113.984675397775	0.804445880052613	0.2	0.8	1
regulation of ion homeostasis	117.231549691596	0.8044434497038	1	1	1
fatty acid beta-oxidation	116.097560294935	0.80444333592081	0.6	0.8	1
response to radiation	118.176669091453	0.80444084594521	0.8	0.8	1
nuclear envelope organization	119.381695081337	0.804439013668168	0.4	0.4	1
regulation of epithelial cell differentiation	117.73470699649	0.804435161917997	0.8	0.6	1
positive regulation of eosinophil degranulation	118.668844936469	0.804432796790539	0.2	0.2	1
positive regulation of eosinophil activation	118.668844936469	0.804432796790539	0.4	0.6	1
regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	119.762610933845	0.804431709756542	0.4	0.4	1
positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	119.762610933845	0.804431709756542	0.4	0.4	1
regulation of lysosome organization	122.577585955298	0.804411520248266	0.8	0.8	1
negative regulation of histone methylation	116.020270945787	0.804409927302539	0.6	0.6	1
peptidyl-asparagine modification	118.108638846739	0.804408827704063	0.6	0.6	1
regulation of keratinocyte apoptotic process	119.071303420975	0.804405213444911	0.8	0.8	1
calcium ion transmembrane import into cytosol	120.759772682054	0.804404863097516	0.8	0.6	1
positive regulation of tumor necrosis factor secretion	120.722152842377	0.804395265049919	0.6	0.6	1
positive regulation of protein deacetylation	119.739309546254	0.804392766248404	1	0.8	1
proton-transporting two-sector ATPase complex assembly	121.584264222281	0.804385637692678	1	1	1
positive regulation of platelet activation	118.284832073626	0.804379862811816	0.8	0.8	1
signal release	119.111559165758	0.804363105459398	0.8	1	1
negative regulation of toll-like receptor 4 signaling pathway	118.026723567429	0.804362303772268	0.4	0.6	1
positive regulation of cytokine production involved in inflammatory response	122.13051614731	0.804359409874615	0.8	0.8	1
regulation of eosinophil degranulation	118.732706994798	0.804353644764063	0.6	0.6	1
negative regulation of phosphatidylinositol 3-kinase signaling	116.496104990294	0.804351818956148	0.2	0.4	1
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	120.058528194957	0.804350786740845	1	0.8	1
negative regulation of keratinocyte migration	117.625629922883	0.804342330345903	0.2	0.2	1
face morphogenesis	117.08908723576	0.804338923138215	0.2	0.6	1
negative regulation of double-strand break repair via homologous recombination	118.558310019599	0.804323622878234	0.6	0.6	1
negative regulation of meiotic nuclear division	117.9256280964	0.804304141821879	0.4	0.4	1
retrograde vesicle-mediated transport, Golgi to ER	118.410572297975	0.80430372904075	0.6	0.6	1
regulation of protein K63-linked ubiquitination	118.717246732909	0.804302977161056	0.8	0.8	1
Golgi to endosome transport	117.061040298778	0.804280746893744	0.4	0.8	1
vascular endothelial growth factor signaling pathway	120.595569911203	0.804280535052593	0.8	0.6	1
GPI anchor metabolic process	115.215341986443	0.804279792390556	0.6	0.6	1
negative regulation of cytosolic calcium ion concentration	118.278833979177	0.80427881965663	0.6	0.6	1
response to prostaglandin D	120.74020946063	0.804272691167481	0.8	0.6	1
cellular response to prostaglandin D stimulus	120.74020946063	0.804272691167481	0.2	0.4	1
negative regulation of plasminogen activation	120.879626913715	0.804263720266007	1	0.6	1
negative regulation of histone ubiquitination	123.580167329974	0.804258871658726	0.8	0.8	1
negative regulation of protein K63-linked ubiquitination	123.580167329974	0.804258871658726	0.6	0.4	1
regulation of histone H2A K63-linked ubiquitination	123.580167329974	0.804258871658726	0.6	0.4	1
negative regulation of histone H2A K63-linked ubiquitination	123.580167329974	0.804258871658726	0.6	0.4	1
DNA alkylation	118.821044039618	0.804254486469433	0.6	0.8	1
DNA methylation	118.821044039618	0.804254486469433	0.2	0.2	1
negative regulation of oxidoreductase activity	117.20609491678	0.804251407706957	0.8	0.6	1
regulation of fat cell proliferation	114.500765235009	0.804247939685512	0.4	0.6	1
nuclear body organization	116.105301536246	0.80423818420916	0.6	0.6	1
G-protein coupled receptor signaling pathway	120.02076629692	0.804235054333008	1	0.4	1
leukocyte differentiation	114.787491943682	0.80423380008004	0.4	0.4	1
positive regulation of telomere maintenance via telomere lengthening	114.565408343777	0.804221040569472	0.6	0.8	1
positive regulation of cell cycle G1/S phase transition	113.814162842087	0.804214669540058	0.2	0.4	1
regulation of cellular response to heat	120.033193797842	0.804214416355235	0.6	0.6	1
endocardium morphogenesis	123.539046372026	0.804193143373145	0.6	0.6	1
fatty acid catabolic process	116.176041650391	0.804192856737178	0.8	0.8	1
aldehyde catabolic process	118.92197079882	0.804191950983864	0.2	0.4	1
regulation of heart rate by cardiac conduction	118.257712931595	0.804154070906021	0.8	1	1
positive regulation of transcription of Notch receptor target	123.50128646415	0.804151774614153	0.6	0.4	1
negative regulation of hyaluronan biosynthetic process	119.715086142437	0.804134679483866	0.4	0.6	1
regulation of neural precursor cell proliferation	123.273289001408	0.804134339389161	1	0.6	1
response to antibiotic	120.587108233123	0.804134139416234	1	1	1
amine biosynthetic process	117.330051095746	0.804130978391884	1	1	1
modulation by virus of host gene expression	123.777490836799	0.804123595079156	0.8	0.8	1
modification by virus of host mRNA processing	123.777490836799	0.804123595079156	0.2	0.2	1
positive regulation of viral process	116.971523027666	0.804115886314854	0.8	0.6	1
late endosome to lysosome transport	119.366653396147	0.804115417539631	0.4	0.6	1
regulation of protein localization	115.198006570637	0.804112863202259	0.2	0.4	1
histone H4-K12 acetylation	120.84903929198	0.804109184456953	0.6	0.6	1
protein localization to nucleus	118.558238542468	0.804100441262112	0.6	0.6	1
positive regulation of fat cell differentiation	115.617804890574	0.804095456666271	0.6	0.8	1
ventricular cardiac muscle cell development	117.757115765244	0.804088253522193	0.4	0.6	1
nervous system development	115.322777750383	0.804085136729408	0.2	0.6	1
regulation of cell-cell adhesion mediated by integrin	118.094107913268	0.804080176950225	0.4	0.8	1
excitatory postsynaptic potential	121.364279118209	0.804078283599081	0.6	0.6	1
positive regulation of vascular smooth muscle cell differentiation	121.649248601575	0.804074820241716	0.8	0.6	1
macromolecular complex subunit organization	117.320454709492	0.804061486007623	0.4	0.4	1
regulation of hyaluronan biosynthetic process	119.721414050036	0.804060497373148	0.6	0.6	1
regulation of leukocyte degranulation	124.492906940715	0.804056338224251	1	0.6	1
positive regulation of leukocyte degranulation	124.613404100872	0.804055344846936	0.4	0.2	1
senescence-associated heterochromatin focus assembly	124.437355250813	0.804045191167322	0.4	0.4	1
regulation of low-density lipoprotein particle receptor biosynthetic process	121.950915200863	0.804037188796289	0.8	0.6	1
synaptonemal complex assembly	119.819131806731	0.80403500156437	0.8	0.8	1
synaptonemal complex organization	119.819131806731	0.80403500156437	0.6	0.6	1
fatty acid elongation, monounsaturated fatty acid	117.315648929597	0.804033252143767	0.4	0.6	1
oligodendrocyte differentiation	113.654947106483	0.804028738487356	0.4	0.6	1
ribonucleoside catabolic process	121.654423854427	0.804026070063489	0.8	0.8	1
regulation of cytokine secretion involved in immune response	122.325638594687	0.804024793137048	0.6	0.6	1
methylation-dependent chromatin silencing	124.090806533237	0.804024609003689	0.8	0.6	1
positive regulation of glycoprotein metabolic process	119.813363985343	0.804022167284303	0.8	0.6	1
positive regulation of cytokine secretion involved in immune response	122.328757034826	0.804016408324116	0.4	0.4	1
intestinal hexose absorption	118.040269091223	0.804006113449385	0.4	0.4	1
CD40 signaling pathway	119.448618313093	0.803999995233409	0.6	0.6	1
sensory perception of light stimulus	115.642521712408	0.803987801826185	0.6	0.8	1
regulation of nitric oxide biosynthetic process	122.325757286386	0.803987726276983	0.8	0.6	1
basophil activation	122.341463253173	0.803982339114954	0.4	0.2	1
positive regulation of synaptic transmission	120.894865252491	0.803973522915911	1	1	1
protein depolymerization	114.140702267809	0.803973340023192	0.4	0.6	1
chromatin remodeling	115.795805499402	0.803959266877455	0.4	0.8	1
embryonic placenta development	119.977252014547	0.803946142703066	0.8	0.6	1
plasma membrane raft assembly	119.101101936558	0.803945328990562	0.6	0.6	1
plasma membrane raft organization	119.101101936558	0.803945328990562	0.4	0.4	1
regulation of endothelial cell migration	118.496576617586	0.80392115751577	0.6	0.4	1
positive regulation of early endosome to late endosome transport	119.731527327195	0.80391777472167	0.6	0.4	1
amide biosynthetic process	114.590640219977	0.803917722447081	0.6	0.8	1
nuclear division	118.338575355287	0.803917565607199	0.8	1	1
histone H3-R17 methylation	124.959489016705	0.803917473976058	0.6	0.4	1
Wnt signaling pathway, calcium modulating pathway	113.836482371784	0.803915215028685	0.4	0.6	1
positive regulation of calcium ion transport	115.105464521912	0.803914833955028	0.4	0.4	1
positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway	122.995463603249	0.803902584394777	0.4	0.6	1
positive regulation of natural killer cell mediated immunity	122.900260956262	0.803902419888462	0.8	0.6	1
activation of adenylate cyclase activity	119.251059498682	0.803896337049435	0.8	0.8	1
bone development	121.758495843525	0.803895584892499	0.8	0.6	1
visual learning	116.956731646816	0.803894796773263	0.4	0.4	1
positive regulation of histone H3-K27 methylation	116.552372704271	0.803891965539518	0.4	0.8	1
sulfur amino acid transport	125.94848749235	0.803887712626842	1	1	1
fatty-acyl-CoA metabolic process	114.423586949869	0.803880963407572	0.4	0.8	1
mismatch repair	119.744548194	0.803873973330463	0.6	0.6	1
negative regulation of mRNA processing	113.316735451123	0.803872465846192	0.4	0.8	1
regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	123.243492091985	0.803867195678697	0.6	0.8	1
release of sequestered calcium ion into cytosol	119.783733842897	0.803862867255837	0.6	0.6	1
negative regulation of sequestering of calcium ion	119.783733842897	0.803862867255837	0.8	0.8	1
biosynthetic process	116.349740890098	0.80385558521476	0.8	0.6	1
maintenance of animal organ identity	122.736229302461	0.803853236279011	0.8	0.6	1
skeletal system morphogenesis	112.784652792212	0.803840933758862	0.4	0.4	1
regulation of endodeoxyribonuclease activity	116.224370390835	0.803838756791804	0.8	1	1
positive regulation of cell adhesion	116.389212366502	0.803837651053942	0.4	0.4	1
positive regulation of peroxisome proliferator activated receptor signaling pathway	116.242598163253	0.803836120244741	0.2	0.4	1
regulation of T-helper 1 type immune response	122.374262929292	0.803835773901654	0.6	0.4	1
regulation of mitochondrial ATP synthesis coupled electron transport	122.132445262633	0.80383193390152	0.6	0.4	1
negative regulation of tumor necrosis factor biosynthetic process	131.468608313156	0.803822177680683	0.6	0.4	1
response to indole-3-methanol	114.450466212226	0.803820856020254	0.2	0.4	1
cellular response to indole-3-methanol	114.450466212226	0.803820856020254	0.2	0.4	1
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	115.914631549752	0.803817508699345	0.6	0.6	1
regulation of mitochondrial electron transport, NADH to ubiquinone	122.176471372504	0.803810118304636	0.6	0.2	1
cardiac muscle cell myoblast differentiation	123.238507035173	0.803809647992429	1	0.8	1
regulation of store-operated calcium entry	122.416444093959	0.803808982227575	0.6	0.6	1
protein transport into membrane raft	120.480048004854	0.803803804089792	0.2	0.4	1
mRNA 3'-end processing	115.400685097385	0.803798282504953	0.2	0.4	1
regulation of natural killer cell mediated immunity	122.877180892477	0.803790663031353	0.6	0.6	1
regulation of natural killer cell mediated cytotoxicity	122.877180892477	0.803790663031353	0.8	0.6	1
regulation of keratinocyte proliferation	126.457002068471	0.803779231081274	1	0.6	1
regulation of establishment of protein localization	115.864868029885	0.803776886845486	0.6	0.8	1
regulation of Golgi to plasma membrane protein transport	116.552100323226	0.803759539735645	0.4	0.4	1
pulmonary valve development	120.699593637452	0.803745126373148	0.6	0.8	1
pulmonary valve morphogenesis	120.699593637452	0.803745126373148	0.6	0.8	1
positive regulation of substrate adhesion-dependent cell spreading	116.965753528982	0.803739559036896	0.6	0.8	1
positive regulation of cell development	115.078149090261	0.803739173978319	0.4	0.6	1
negative regulation of myelination	127.091608522581	0.803738542061758	0.2	0.2	1
lymph vessel morphogenesis	117.552183032674	0.803737584905878	0.4	0.6	1
positive regulation of calcium:sodium antiporter activity	120.491800404679	0.803733597874388	0.2	0.2	1
modification of morphology or physiology of other organism involved in symbiotic interaction	117.658351480551	0.80373323818563	0.6	0.8	1
actomyosin structure organization	118.87871499725	0.803711717941903	1	0.6	1
regulation of cell cycle checkpoint	125.571403435391	0.8037088650907	0.8	0.4	1
positive regulation of epithelial cell differentiation involved in kidney development	117.011273523537	0.80369745630078	0.8	0.8	1
regulation of RNA biosynthetic process	116.064773859957	0.803694477473591	0.6	0.8	1
positive regulation of cell-cell adhesion mediated by integrin	118.348745908717	0.803687087138489	0.2	0.2	1
ERK1 and ERK2 cascade	118.940420822736	0.803686321595524	0.6	0.6	1
regulation of nucleic acid-templated transcription	116.060158015513	0.803683376996114	0.4	0.6	1
one-carbon metabolic process	120.476749837352	0.803682903331528	0.6	0.6	1
endosome to lysosome transport	122.711103707248	0.80368183764408	0.8	0.6	1
chromosome condensation	119.58489022202	0.803679332818331	0.6	0.6	1
regulation of plasma lipoprotein particle levels	119.618210563019	0.803665664402993	1	1	1
bone resorption	121.054574192588	0.803665513166027	1	1	1
positive regulation of protein K63-linked ubiquitination	125.147276334662	0.803655677116184	0.4	0.4	1
positive regulation of sodium ion transmembrane transporter activity	120.413693275736	0.803653562279218	0.8	0.8	1
negative regulation of mononuclear cell migration	123.447175586048	0.803651903494514	0.6	0.6	1
regulation of nucleobase-containing compound metabolic process	115.332247169306	0.803651015756016	0.2	0.4	1
positive regulation of protein polyubiquitination	125.114096540587	0.803641632223938	0.8	0.6	1
telomerase holoenzyme complex assembly	120.415776239829	0.80361515480321	0.2	0.2	1
histone acetylation	114.656631014738	0.803607428845043	0.2	0.2	1
proline catabolic process	118.925063250169	0.803595794286119	0.6	0.6	1
triglyceride biosynthetic process	119.011836185983	0.803593118596125	0.8	0.8	1
negative regulation of protein import into nucleus, translocation	117.056534555273	0.803592004181606	0.2	0.4	1
cellular response to transforming growth factor beta stimulus	118.439055526206	0.80358926708506	0.4	0.4	1
negative regulation of protein kinase activity by regulation of protein phosphorylation	117.352346332033	0.803566765084287	0.8	0.8	1
acylglycerol acyl-chain remodeling	120.281191896691	0.803563201574776	0.8	0.8	1
retrograde protein transport, ER to cytosol	112.755331478446	0.803554718398403	0.2	0.4	1
endoplasmic reticulum to cytosol transport	112.755331478446	0.803554718398403	1	1	1
interleukin-6 secretion	120.192926876504	0.803554669763093	0.4	0.8	1
TRAIL-activated apoptotic signaling pathway	119.372878926532	0.803531614639182	0.2	0.4	1
tRNA wobble cytosine modification	119.309534937478	0.803526433911827	0.4	0.6	1
regeneration	124.517547907897	0.803520645306867	0.8	0.6	1
positive regulation of exit from mitosis	121.094611006145	0.803520536403237	0.6	0.2	1
regulation of intracellular transport	115.150110468724	0.803518240505718	0.2	0.4	1
ventricular trabecula myocardium morphogenesis	123.873968437414	0.803508223899087	0.6	0.4	1
negative regulation of granulocyte differentiation	121.300839358473	0.803495999897989	0.4	0.6	1
protein localization to cell surface	121.139466078024	0.803482008943076	1	1	1
cholesterol catabolic process	131.313531227013	0.803479776809656	0.8	0.6	1
sterol catabolic process	131.313531227013	0.803479776809656	1	0.8	1
DNA damage induced protein phosphorylation	119.7749755416	0.803472023122103	0.4	0.8	1
ketone biosynthetic process	119.9019105163	0.803471497345031	0.8	0.8	1
regulation of amyloid-beta formation	117.838109871829	0.803460266456224	0.8	0.8	1
regulation of estrogen receptor binding	123.886598466069	0.803455984573604	1	0.6	1
negative regulation of estrogen receptor binding	123.886598466069	0.803455984573604	0.8	0.6	1
negative regulation of protein binding	120.311276587342	0.803455462778338	1	1	1
intracellular signal transduction	114.466228812273	0.803448425390387	0.6	0.8	1
positive regulation of skeletal muscle cell differentiation	121.883245041516	0.803448422996475	0.6	0.6	1
face development	117.462725651875	0.803445658542825	0.4	0.4	1
regulation of animal organ formation	119.930393588363	0.803427836956601	1	1	1
regulation of release of sequestered calcium ion into cytosol	119.340837642775	0.803418725877482	0.4	0.4	1
histone H2B conserved C-terminal lysine deubiquitination	119.451497818356	0.803415861236692	0.6	0.8	1
regulation of spindle checkpoint	126.356512664278	0.803404224616088	0.8	0.4	1
prostaglandin transport	118.841069300493	0.803391653446771	0.8	0.8	1
regulation of defense response	116.495839618229	0.803387999817043	0.4	0.4	1
lens development in camera-type eye	117.981645085412	0.803379207438272	0.6	0.6	1
cyanate metabolic process	118.45399089181	0.803378430527463	0.2	0.2	1
cyanate catabolic process	118.45399089181	0.803378430527463	0.4	0.6	1
positive regulation of protein autophosphorylation	118.548030479662	0.803371087264789	0.4	0.4	1
positive regulation of macromolecule biosynthetic process	115.403281719235	0.80336633060045	0.2	0.4	1
positive T cell selection	121.869221846438	0.803344269764916	1	0.8	1
negative regulation of mitochondrial membrane potential	119.523322880034	0.803340491948488	0.6	0.4	1
negative regulation of nitric oxide biosynthetic process	117.818226452555	0.803338987103029	0.6	0.6	1
negative regulation of nitric oxide metabolic process	117.818226452555	0.803338987103029	0.8	0.6	1
negative regulation of monocyte chemotaxis	124.190933678716	0.803333434060167	0.8	0.4	1
glomerular basement membrane development	121.321411418396	0.803317891247274	1	1	1
monocarboxylic acid biosynthetic process	117.676596995746	0.803310023105257	0.6	0.4	1
positive regulation of T cell mediated immunity	116.929935365342	0.803307895376704	0.6	0.8	1
positive regulation of cyclase activity	120.271165012497	0.803304666268416	0.6	0.4	1
regulation of cellular catabolic process	115.638508875669	0.803302746836018	0.4	0.4	1
negative regulation of epithelial cell migration	115.996484680714	0.803288812550117	0.4	0.6	1
cargo loading into vesicle	119.903524266603	0.803275707812364	0.8	0.4	1
negative regulation of branching involved in ureteric bud morphogenesis	120.897991781665	0.803247280900657	0.2	0.2	1
organic cyclic compound biosynthetic process	115.202159915029	0.80324282127488	0.2	0.2	1
regulation of viral process	117.330269323019	0.803239349933557	0.8	1	1
positive regulation of phospholipid catabolic process	123.541379270388	0.803235005680753	0.4	0.4	1
positive regulation of transcription from RNA polymerase II promoter	116.759600875353	0.803220510594081	0.4	0.6	1
maintenance of cell polarity	125.993557668838	0.803220214587504	1	0.8	1
startle response	117.484625052087	0.803215593284896	0.4	0.4	1
regulation of amine transport	122.834404192179	0.803207661492624	1	1	1
positive regulation of lipid kinase activity	119.188977494195	0.803207507715088	0.6	0.6	1
labyrinthine layer blood vessel development	124.711289909057	0.803197809743031	0.6	0.2	1
post-chaperonin tubulin folding pathway	115.921972453329	0.803190746734779	0.4	0.6	1
regulation of vascular permeability involved in acute inflammatory response	120.022358895811	0.803190669055942	0.4	0.6	1
positive regulation of nitric oxide biosynthetic process	122.432849811903	0.803189052562554	0.8	0.6	1
positive regulation of nitric oxide metabolic process	122.432849811903	0.803189052562554	1	1	1
positive regulation of interleukin-8 secretion	120.25482363204	0.803181753401853	0.4	0.4	1
cellular macromolecule metabolic process	115.477492094147	0.803175036433597	0.6	0.6	1
